date,db,label,score,car_number,mark,file
20231116,60,Clip-clop,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,61,Animal,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,64,Animal,0.5,340,2,20231116_skytrain_car_340.txt
20231116,63,Rustling leaves,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,67,Animal,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,67,Animal,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,67,Walk/footsteps,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,61,Horse,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,63,Animal,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,59,Animal,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,58,Animal,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,59,Animal,0.5,340,2,20231116_skytrain_car_340.txt
20231116,64,Horse,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,59,Animal,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,60,Clip-clop,0.5,340,2,20231116_skytrain_car_340.txt
20231116,61,Animal,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,60,Rustling leaves,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,59,Horse,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,59,Animal,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,68,Speech,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,71,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,70,Rail transport,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,71,Rail transport,0.94140625,340,2,20231116_skytrain_car_340.txt
20231116,71,Rail transport,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,71,Train,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,70,Rail transport,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,69,Rail transport,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,67,Animal,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,61,Insect,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,64,Horse,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,64,Walk/footsteps,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,64,Animal,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,64,Writing,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,65,Writing,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,67,Animal,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,66,Speech,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,67,Speech,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,66,Speech,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,70,Speech,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,71,Bird,0.5,340,2,20231116_skytrain_car_340.txt
20231116,69,Bird,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,68,Speech,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,68,Speech,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,74,Spray,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,76,Spray,0.5,340,2,20231116_skytrain_car_340.txt
20231116,73,Speech,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,81,Spray,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,78,Printer,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,78,Speech,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,89,Sanding,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,86,Animal,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,85,Animal,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,82,Train,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,82,Rail transport,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,78,Train,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,77,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,76,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,80,Rail transport,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,77,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,77,Train,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,76,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,77,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,80,Rail transport,0.5,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,81,Rail transport,0.8515625,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,78,Fire engine/fire truck (siren),0.5,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,77,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,77,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,77,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,76,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,85,Train,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,85,Rail transport,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,78,Train,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,78,Horse,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,85,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,79,Rail transport,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,80,Rail transport,0.5,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,82,Rail transport,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,83,Rail transport,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,86,Vehicle,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,79,Train,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,88,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,87,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,89,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,85,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,86,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,85,Vehicle,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,84,Train,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,82,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,82,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,82,Vehicle,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,85,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,85,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,82,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,82,Emergency vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,82,Emergency vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,77,Speech,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,77,Speech,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,76,Speech,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,76,Printer,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,77,Speech,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,78,Speech,0.5,340,2,20231116_skytrain_car_340.txt
20231116,79,Speech,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,89,Speech,0.5,340,2,20231116_skytrain_car_340.txt
20231116,89,Speech,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,89,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,87,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,91,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,92,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,88,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,82,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,86,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,85,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,72,Animal,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,69,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,71,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,72,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,71,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,71,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,71,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,69,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,69,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,71,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,73,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,74,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,74,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,70,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,69,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,69,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,79,Music,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,79,Music,0.5,340,2,20231116_skytrain_car_340.txt
20231116,70,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,72,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,76,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,87,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,89,Rail transport,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,88,Train,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,80,Rail transport,0.5,340,2,20231116_skytrain_car_340.txt
20231116,80,Train,0.5,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,78,Vehicle,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,91,Vehicle,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,92,Vehicle,0.8515625,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,85,Vehicle,0.95703125,340,2,20231116_skytrain_car_340.txt
20231116,86,Vehicle,0.890625,340,2,20231116_skytrain_car_340.txt
20231116,85,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,85,Rail transport,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,86,Vehicle,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,85,Rail transport,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,82,Rail transport,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,81,Rail transport,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.890625,340,2,20231116_skytrain_car_340.txt
20231116,91,Vehicle,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,91,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,84,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,83,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.80078125,340,2,20231116_skytrain_car_340.txt
20231116,81,Rail transport,0.91796875,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,80,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,82,Train,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,82,Rail transport,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,79,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,77,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,77,Vehicle,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,76,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,91,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,81,Vehicle,0.5,340,2,20231116_skytrain_car_340.txt
20231116,79,Rail transport,0.890625,340,2,20231116_skytrain_car_340.txt
20231116,81,Rail transport,0.5859375,340,2,20231116_skytrain_car_340.txt
20231116,91,Vehicle,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,97,Train,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,88,Rail transport,0.66796875,340,2,20231116_skytrain_car_340.txt
20231116,83,Rail transport,0.73828125,340,2,20231116_skytrain_car_340.txt
20231116,85,Rail transport,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,85,Train,0.33203125,340,2,20231116_skytrain_car_340.txt
20231116,85,Rail transport,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,87,Vehicle,0.4140625,340,2,20231116_skytrain_car_340.txt
20231116,85,Rail transport,0.5,340,2,20231116_skytrain_car_340.txt
